#     Step;    Sim. Time;   Iter;    t_Ener;    t_Grad;       Temp;       E_Kin;           E_Pot;           E_Tot;        Cons.Qty;   E.Drift
      1973;        394.6;      4;      3.43;      0.77;      47.99;    0.000456;       -1.163484;       -1.163028;       -1.163028;      3.28
      1974;        394.8;      4;      3.40;      0.80;       8.42;    0.000080;       -1.163107;       -1.163027;       -1.163027;      3.34
      1975;        395.0;      3;      3.11;      0.79;       1.35;    0.000013;       -1.163040;       -1.163027;       -1.163027;      3.35
      1976;        395.2;      4;      3.62;      0.78;      27.12;    0.000258;       -1.163285;       -1.163028;       -1.163028;      3.31
      1977;        395.4;      4;      3.53;      0.77;      84.46;    0.000802;       -1.163832;       -1.163029;       -1.163029;      3.22
      1978;        395.6;      4;      3.72;      0.76;     170.45;    0.001619;       -1.164651;       -1.163032;       -1.163032;      3.08
      1979;        395.8;      5;      3.84;      0.77;     280.59;    0.002666;       -1.165701;       -1.163035;       -1.163035;      2.90
      1980;        396.0;      6;      4.20;      0.79;     409.23;    0.003888;       -1.166927;       -1.163039;       -1.163039;      2.70
      1981;        396.2;      6;      4.38;      0.78;     549.66;    0.005222;       -1.168266;       -1.163044;       -1.163044;      2.43
      1982;        396.4;      6;      4.45;      0.77;     693.40;    0.006588;       -1.169639;       -1.163052;       -1.163052;      2.05
      1983;        396.6;      6;      4.18;      0.76;     829.43;    0.007880;       -1.170940;       -1.163060;       -1.163060;      1.60
      1984;        396.8;      7;      4.91;      0.77;     944.76;    0.008976;       -1.172045;       -1.163069;       -1.163069;      1.12
      1985;        397.0;      7;      5.03;      0.78;    1025.73;    0.009745;       -1.172823;       -1.163078;       -1.163078;      0.64
      1986;        397.2;      7;      5.19;      0.77;    1059.40;    0.010065;       -1.173151;       -1.163086;       -1.163086;      0.24
      1987;        397.4;      7;      4.67;      0.77;    1035.51;    0.009838;       -1.172929;       -1.163091;       -1.163091;     -0.02
      1988;        397.6;      7;      4.67;      0.75;     949.16;    0.009017;       -1.172108;       -1.163091;       -1.163091;     -0.01
      1989;        397.8;      7;      4.67;      0.78;     803.73;    0.007636;       -1.170720;       -1.163084;       -1.163084;      0.34
      1990;        398.0;      7;      4.84;      0.76;     613.36;    0.005827;       -1.168897;       -1.163070;       -1.163070;      1.08
      1991;        398.2;      7;      4.77;      0.75;     403.59;    0.003834;       -1.166884;       -1.163050;       -1.163050;      2.13
      1992;        398.4;      6;      4.40;      0.76;     208.61;    0.001982;       -1.165010;       -1.163028;       -1.163028;      3.28
      1993;        398.6;      6;      4.50;      0.76;      64.81;    0.000616;       -1.163626;       -1.163010;       -1.163010;      4.23
      1994;        398.8;      4;      3.56;      0.76;       1.49;    0.000014;       -1.163016;       -1.163002;       -1.163002;      4.67
      1995;        399.0;      4;      3.58;      0.75;      32.18;    0.000306;       -1.163312;       -1.163006;       -1.163006;      4.46
      1996;        399.2;      4;      3.39;      0.76;     150.27;    0.001428;       -1.164449;       -1.163021;       -1.163021;      3.66
      1997;        399.4;      6;      4.16;      0.77;     331.19;    0.003146;       -1.166189;       -1.163042;       -1.163042;      2.54
      1998;        399.6;      6;      4.20;      0.83;     539.94;    0.005130;       -1.168193;       -1.163063;       -1.163063;      1.42
      1999;        399.8;      7;      4.65;      0.75;     740.61;    0.007036;       -1.170116;       -1.163080;       -1.163080;      0.56
      2000;        400.0;      7;      4.56;      0.77;     904.11;    0.008589;       -1.171679;       -1.163089;       -1.163089;      0.07
      2001;        400.2;      7;      4.87;      0.76;    1012.20;    0.009616;       -1.172708;       -1.163091;       -1.163091;     -0.05
      2002;        400.4;      7;      5.00;      0.77;    1057.94;    0.010051;       -1.173139;       -1.163088;       -1.163088;      0.12
      2003;        400.6;      7;      5.11;      0.77;    1043.62;    0.009915;       -1.172996;       -1.163081;       -1.163081;      0.49
      2004;        400.8;      7;      4.65;      0.75;     977.95;    0.009291;       -1.172363;       -1.163073;       -1.163073;      0.94
      2005;        401.0;      7;      4.87;      0.80;     873.19;    0.008296;       -1.171359;       -1.163063;       -1.163063;      1.43
      2006;        401.2;      6;      4.30;      0.76;     742.92;    0.007058;       -1.170112;       -1.163054;       -1.163054;      1.89
      2007;        401.4;      6;      4.26;      0.76;     600.51;    0.005705;       -1.168752;       -1.163047;       -1.163047;      2.30
      2008;        401.6;      6;      4.17;      0.78;     457.82;    0.004349;       -1.167390;       -1.163041;       -1.163041;      2.61
      2009;        401.8;      6;      4.23;      0.77;     324.19;    0.003080;       -1.166117;       -1.163037;       -1.163037;      2.83
      2010;        402.0;      5;      4.16;      0.76;     206.83;    0.001965;       -1.164998;       -1.163033;       -1.163033;      3.02
      2011;        402.2;      5;      4.34;      0.75;     111.73;    0.001061;       -1.164092;       -1.163030;       -1.163030;      3.17
      2012;        402.4;      4;      3.95;      0.78;      43.86;    0.000417;       -1.163445;       -1.163028;       -1.163028;      3.28
      2013;        402.6;      4;      3.43;      0.75;       6.72;    0.000064;       -1.163091;       -1.163027;       -1.163027;      3.34
      2014;        402.8;      3;      3.15;      0.78;       2.16;    0.000021;       -1.163047;       -1.163027;       -1.163027;      3.35
      2015;        403.0;      4;      3.61;      0.79;      30.40;    0.000289;       -1.163316;       -1.163028;       -1.163028;      3.31
      2016;        403.2;      4;      3.40;      0.80;      90.05;    0.000855;       -1.163885;       -1.163029;       -1.163029;      3.21
      2017;        403.4;      5;      3.98;      0.77;     178.05;    0.001692;       -1.164724;       -1.163032;       -1.163032;      3.06
      2018;        403.6;      5;      4.17;      0.75;     289.82;    0.002753;       -1.165789;       -1.163036;       -1.163036;      2.88
      2019;        403.8;      6;      5.83;      0.79;     419.60;    0.003986;       -1.167026;       -1.163040;       -1.163040;      2.68
      2020;        404.0;      6;      4.59;      0.75;     560.61;    0.005326;       -1.168371;       -1.163045;       -1.163045;      2.40
      2021;        404.2;      6;      4.42;      0.76;     704.19;    0.006690;       -1.169742;       -1.163052;       -1.163052;      2.02
      2022;        404.4;      6;      4.24;      0.76;     839.11;    0.007972;       -1.171033;       -1.163061;       -1.163061;      1.56
      2023;        404.6;      7;      4.58;      0.76;     952.31;    0.009047;       -1.172117;       -1.163070;       -1.163070;      1.08
      2024;        404.8;      7;      4.42;      0.76;    1030.11;    0.009786;       -1.172865;       -1.163079;       -1.163079;      0.61
      2025;        405.0;      7;      4.90;      0.77;    1059.70;    0.010068;       -1.173154;       -1.163086;       -1.163086;      0.21
      2026;        405.2;      7;      4.70;      0.78;    1031.15;    0.009796;       -1.172887;       -1.163091;       -1.163091;     -0.03
      2027;        405.4;      7;      4.74;      0.77;     940.05;    0.008931;       -1.172021;       -1.163090;       -1.163090;      0.00
      2028;        405.6;      7;      4.68;      0.78;     790.56;    0.007511;       -1.170594;       -1.163083;       -1.163083;      0.38
      2029;        405.8;      7;      5.07;      0.76;     597.68;    0.005678;       -1.168747;       -1.163069;       -1.163069;      1.15
      2030;        406.0;      6;      4.61;      0.77;     387.75;    0.003684;       -1.166732;       -1.163048;       -1.163048;      2.21
      2031;        406.2;      6;      4.58;      0.77;     195.42;    0.001857;       -1.164883;       -1.163027;       -1.163027;      3.36
      2032;        406.4;      6;      4.69;      0.77;      56.88;    0.000540;       -1.163549;       -1.163009;       -1.163009;      4.28
      2033;        406.6;      4;      3.74;      0.79;       0.48;    0.000005;       -1.163006;       -1.163002;       -1.163002;      4.68
      2034;        406.8;      4;      3.39;      0.77;      38.31;    0.000364;       -1.163371;       -1.163007;       -1.163007;      4.41
      2035;        407.0;      4;      3.47;      0.83;     162.24;    0.001541;       -1.164564;       -1.163022;       -1.163022;      3.58
      2036;        407.2;      6;      4.77;      0.77;     346.58;    0.003293;       -1.166337;       -1.163044;       -1.163044;      2.45
      2037;        407.4;      6;      4.88;      0.78;     555.92;    0.005282;       -1.168346;       -1.163065;       -1.163065;      1.34
      2038;        407.6;      7;      5.22;      0.77;     754.66;    0.007170;       -1.170250;       -1.163081;       -1.163081;      0.51
      2039;        407.8;      7;      4.61;      0.78;     914.44;    0.008688;       -1.171777;       -1.163090;       -1.163090;      0.05
      2040;        408.0;      7;      5.06;      0.75;    1017.90;    0.009670;       -1.172762;       -1.163091;       -1.163091;     -0.05
      2041;        408.2;      7;      4.86;      0.76;    1058.88;    0.010060;       -1.173147;       -1.163088;       -1.163088;      0.15
      2042;        408.4;      7;      4.56;      0.78;    1040.29;    0.009883;       -1.172964;       -1.163081;       -1.163081;      0.52
      2043;        408.6;      7;      4.57;      0.79;     971.18;    0.009227;       -1.172298;       -1.163072;       -1.163072;      0.98
      2044;        408.8;      7;      4.63;      0.77;     863.99;    0.008208;       -1.171271;       -1.163063;       -1.163063;      1.46
      2045;        409.0;      6;      4.33;      0.85;     732.34;    0.006958;       -1.170011;       -1.163054;       -1.163054;      1.93
      2046;        409.2;      6;      4.66;      0.77;     589.52;    0.005601;       -1.168647;       -1.163046;       -1.163046;      2.33
      2047;        409.4;      6;      4.54;      0.77;     447.22;    0.004249;       -1.167289;       -1.163040;       -1.163040;      2.63
      2048;        409.6;      6;      4.65;      0.76;     314.60;    0.002989;       -1.166025;       -1.163036;       -1.163036;      2.84
      2049;        409.8;      5;      3.73;      0.76;     198.73;    0.001888;       -1.164921;       -1.163033;       -1.163033;      3.03
      2050;        410.0;      5;      4.09;      0.77;     105.55;    0.001003;       -1.164033;       -1.163030;       -1.163030;      3.18
      2051;        410.2;      4;      4.08;      0.77;      39.92;    0.000379;       -1.163407;       -1.163028;       -1.163028;      3.29
      2052;        410.4;      4;      3.47;      0.77;       5.22;    0.000050;       -1.163076;       -1.163027;       -1.163027;      3.34
      2053;        410.6;      3;      3.11;      0.77;       3.16;    0.000030;       -1.163057;       -1.163027;       -1.163027;      3.35
      2054;        410.8;      4;      3.55;      0.77;      33.87;    0.000322;       -1.163350;       -1.163028;       -1.163028;      3.30
      2055;        411.0;      4;      3.45;      0.77;      95.80;    0.000910;       -1.163940;       -1.163030;       -1.163030;      3.20
      2056;        411.2;      5;      4.02;      0.95;     185.79;    0.001765;       -1.164798;       -1.163033;       -1.163033;      3.05
      2057;        411.4;      5;      4.68;      0.79;     299.14;    0.002842;       -1.165878;       -1.163036;       -1.163036;      2.87
      2058;        411.6;      6;      4.33;      0.78;     430.04;    0.004086;       -1.167125;       -1.163040;       -1.163040;      2.66
      2059;        411.8;      6;      4.24;      0.77;     571.58;    0.005430;       -1.168476;       -1.163045;       -1.163045;      2.38
      2060;        412.0;      6;      4.29;      0.77;     714.92;    0.006792;       -1.169845;       -1.163053;       -1.163053;      1.98
      2061;        412.2;      6;      4.17;      0.77;     848.66;    0.008063;       -1.171124;       -1.163062;       -1.163062;      1.52
      2062;        412.4;      7;      4.65;      0.78;     959.65;    0.009117;       -1.172188;       -1.163071;       -1.163071;      1.04
      2063;        412.6;      7;      4.78;      0.76;    1034.21;    0.009825;       -1.172905;       -1.163080;       -1.163080;      0.57
      2064;        412.8;      7;      4.77;      0.78;    1059.67;    0.010067;       -1.173154;       -1.163087;       -1.163087;      0.18
      2065;        413.0;      7;      4.78;      0.79;    1026.42;    0.009751;       -1.172843;       -1.163091;       -1.163091;     -0.04
      2066;        413.2;      7;      5.71;      0.77;     930.60;    0.008841;       -1.171931;       -1.163090;       -1.163090;      0.02
      2067;        413.4;      7;      6.09;      1.27;     777.13;    0.007383;       -1.170465;       -1.163082;       -1.163082;      0.43
      2068;        413.6;      7;      4.83;      0.78;     581.90;    0.005528;       -1.168596;       -1.163067;       -1.163067;      1.22
      2069;        413.8;      6;      4.68;      0.78;     372.02;    0.003534;       -1.166581;       -1.163047;       -1.163047;      2.30
      2070;        414.0;      6;      4.86;      0.77;     182.55;    0.001734;       -1.164759;       -1.163025;       -1.163025;      3.45
      2071;        414.2;      4;      3.47;      0.99;      49.42;    0.000470;       -1.163478;       -1.163008;       -1.163008;      4.33
      2072;        414.4;      4;      3.39;      0.78;       0.03;    0.000000;       -1.163002;       -1.163002;       -1.163002;      4.68
      2073;        414.6;      4;      3.42;      0.77;      44.95;    0.000427;       -1.163435;       -1.163008;       -1.163008;      4.37
      2074;        414.8;      4;      3.40;      0.76;     174.56;    0.001658;       -1.164682;       -1.163024;       -1.163024;      3.50
      2075;        415.0;      6;      4.27;      0.78;     362.11;    0.003440;       -1.166486;       -1.163046;       -1.163046;      2.36
      2076;        415.2;      6;      4.26;      0.78;     571.85;    0.005433;       -1.168499;       -1.163066;       -1.163066;      1.27
      2077;        415.4;      7;      4.66;      0.77;     768.49;    0.007301;       -1.170383;       -1.163082;       -1.163082;      0.46
      2078;        415.6;      7;      4.73;      0.79;     924.44;    0.008783;       -1.171873;       -1.163090;       -1.163090;      0.03
      2079;        415.8;      7;      4.63;      0.93;    1023.23;    0.009721;       -1.172812;       -1.163091;       -1.163091;     -0.04
      2080;        416.0;      7;      4.59;      0.76;    1059.47;    0.010065;       -1.173153;       -1.163087;       -1.163087;      0.17
      2081;        416.2;      7;      4.68;      0.78;    1036.66;    0.009849;       -1.172929;       -1.163080;       -1.163080;      0.55
      2082;        416.4;      7;      4.93;      0.78;     964.19;    0.009160;       -1.172231;       -1.163071;       -1.163071;      1.02
      2083;        416.6;      7;      4.80;      0.78;     854.65;    0.008120;       -1.171182;       -1.163062;       -1.163062;      1.50
      2084;        416.8;      6;      4.71;      0.77;     721.70;    0.006856;       -1.169910;       -1.163053;       -1.163053;      1.96
      2085;        417.0;      6;      4.32;      0.78;     578.54;    0.005496;       -1.168542;       -1.163046;       -1.163046;      2.36
      2086;        417.2;      6;      4.69;      0.78;     436.68;    0.004149;       -1.167189;       -1.163040;       -1.163040;      2.65
      2087;        417.4;      6;      4.41;      0.76;     305.11;    0.002899;       -1.165935;       -1.163036;       -1.163036;      2.86
      2088;        417.6;      5;      3.89;      0.76;     190.77;    0.001812;       -1.164845;       -1.163033;       -1.163033;      3.04
      2089;        417.8;      5;      3.94;      0.76;      99.53;    0.000946;       -1.163975;       -1.163030;       -1.163030;      3.19
      2090;        418.0;      4;      3.89;      0.76;      36.16;    0.000344;       -1.163371;       -1.163028;       -1.163028;      3.30
      2091;        418.2;      4;      3.68;      0.76;       3.90;    0.000037;       -1.163064;       -1.163027;       -1.163027;      3.35
      2092;        418.4;      3;      3.03;      0.77;       4.36;    0.000041;       -1.163068;       -1.163027;       -1.163027;      3.35
      2093;        418.6;      4;      3.47;      0.76;      37.52;    0.000356;       -1.163384;       -1.163028;       -1.163028;      3.29
      2094;        418.8;      4;      3.40;      0.78;     101.72;    0.000966;       -1.163996;       -1.163030;       -1.163030;      3.19
      2095;        419.0;      5;      3.91;      0.77;     193.67;    0.001840;       -1.164873;       -1.163033;       -1.163033;      3.04
      2096;        419.2;      5;      3.80;      0.77;     308.57;    0.002932;       -1.165968;       -1.163036;       -1.163036;      2.85
      2097;        419.4;      6;      4.35;      0.75;     440.53;    0.004185;       -1.167226;       -1.163040;       -1.163040;      2.64
      2098;        419.6;      6;      4.16;      0.76;     582.56;    0.005535;       -1.168580;       -1.163046;       -1.163046;      2.35
      2099;        419.8;      6;      4.72;      0.77;     725.60;    0.006893;       -1.169947;       -1.163053;       -1.163053;      1.95
      2100;        420.0;      6;      4.50;      0.77;     858.09;    0.008152;       -1.171214;       -1.163062;       -1.163062;      1.49
      2101;        420.2;      7;      4.84;      0.76;     966.78;    0.009185;       -1.172256;       -1.163071;       -1.163071;      1.00
      2102;        420.4;      7;      4.65;      0.76;    1038.02;    0.009862;       -1.172942;       -1.163080;       -1.163080;      0.54
      2103;        420.6;      7;      4.53;      0.91;    1059.29;    0.010064;       -1.173151;       -1.163087;       -1.163087;      0.16
      2104;        420.8;      7;      5.03;      0.77;    1021.32;    0.009703;       -1.172794;       -1.163091;       -1.163091;     -0.04
      2105;        421.0;      7;      4.73;      0.78;     920.81;    0.008748;       -1.171838;       -1.163090;       -1.163090;      0.03
      2106;        421.2;      7;      4.82;      0.78;     763.45;    0.007253;       -1.170335;       -1.163081;       -1.163081;      0.47
      2107;        421.4;      7;      4.93;      0.75;     566.02;    0.005377;       -1.168443;       -1.163066;       -1.163066;      1.29
      2108;        421.6;      6;      4.39;      0.77;     356.40;    0.003386;       -1.166431;       -1.163045;       -1.163045;      2.39
      2109;        421.8;      6;      4.48;      0.78;     170.01;    0.001615;       -1.164639;       -1.163023;       -1.163023;      3.53
      2110;        422.0;      4;      3.60;      0.76;      42.47;    0.000403;       -1.163411;       -1.163007;       -1.163007;      4.38
      2111;        422.2;      4;      3.91;      0.76;       0.13;    0.000001;       -1.163003;       -1.163002;       -1.163002;      4.68
      2112;        422.4;      4;      3.39;      0.75;      52.09;    0.000495;       -1.163503;       -1.163008;       -1.163008;      4.32
      2113;        422.6;      4;      3.92;      0.79;     187.23;    0.001779;       -1.164804;       -1.163026;       -1.163026;      3.42
      2114;        422.8;      6;      4.31;      0.77;     377.77;    0.003589;       -1.166636;       -1.163047;       -1.163047;      2.27
      2115;        423.0;      6;      4.61;      0.76;     587.69;    0.005583;       -1.168651;       -1.163068;       -1.163068;      1.19
      2116;        423.2;      7;      5.22;      0.76;     782.07;    0.007430;       -1.170513;       -1.163083;       -1.163083;      0.41
      2117;        423.4;      7;      5.22;      0.76;     934.10;    0.008874;       -1.171965;       -1.163090;       -1.163090;      0.01
      2118;        423.6;      7;      4.61;      0.76;    1028.19;    0.009768;       -1.172859;       -1.163091;       -1.163091;     -0.03
      2119;        423.8;      7;      4.55;      0.76;    1059.72;    0.010068;       -1.173155;       -1.163087;       -1.163087;      0.19
      2120;        424.0;      7;      4.74;      0.76;    1032.74;    0.009811;       -1.172891;       -1.163079;       -1.163079;      0.58
      2121;        424.2;      7;      4.55;      0.76;     956.98;    0.009092;       -1.172162;       -1.163070;       -1.163070;      1.05
      2122;        424.4;      7;      4.51;      0.78;     845.18;    0.008030;       -1.171091;       -1.163061;       -1.163061;      1.54
      2123;        424.6;      6;      4.21;      0.77;     711.00;    0.006755;       -1.169807;       -1.163053;       -1.163053;      1.99
      2124;        424.8;      6;      4.37;      0.77;     567.56;    0.005392;       -1.168437;       -1.163045;       -1.163045;      2.38
      2125;        425.0;      6;      4.22;      0.78;     426.21;    0.004049;       -1.167089;       -1.163040;       -1.163040;      2.67
      2126;        425.2;      6;      4.15;      0.78;     295.72;    0.002809;       -1.165845;       -1.163036;       -1.163036;      2.87
      2127;        425.4;      5;      4.14;      0.78;     182.94;    0.001738;       -1.164770;       -1.163032;       -1.163032;      3.05
      2128;        425.6;      5;      3.77;      0.77;      93.68;    0.000890;       -1.163920;       -1.163030;       -1.163030;      3.20
      2129;        425.8;      4;      3.46;      0.80;      32.58;    0.000310;       -1.163337;       -1.163028;       -1.163028;      3.30
      2130;        426.0;      4;      3.42;      0.76;       2.77;    0.000026;       -1.163053;       -1.163027;       -1.163027;      3.35
      2131;        426.2;      3;      3.12;      0.78;       5.74;    0.000055;       -1.163082;       -1.163027;       -1.163027;      3.34
      2132;        426.4;      4;      3.82;      0.77;      41.34;    0.000393;       -1.163421;       -1.163028;       -1.163028;      3.29
      2133;        426.6;      4;      3.39;      0.79;     107.79;    0.001024;       -1.164054;       -1.163030;       -1.163030;      3.18
      2134;        426.8;      5;      4.01;      0.76;     201.68;    0.001916;       -1.164949;       -1.163033;       -1.163033;      3.02
      2135;        427.0;      5;      3.83;      0.76;     318.10;    0.003022;       -1.166059;       -1.163037;       -1.163037;      2.84
      2136;        427.2;      6;      4.73;      0.79;     451.09;    0.004286;       -1.167326;       -1.163041;       -1.163041;      2.62
      2137;        427.4;      6;      4.08;      0.77;     593.55;    0.005639;       -1.168685;       -1.163046;       -1.163046;      2.32
      2138;        427.6;      6;      4.53;      0.76;     736.22;    0.006994;       -1.170048;       -1.163054;       -1.163054;      1.92
      2139;        427.8;      6;      4.24;      0.78;     867.37;    0.008240;       -1.171303;       -1.163063;       -1.163063;      1.45
      2140;        428.0;      7;      4.58;      0.76;     973.69;    0.009250;       -1.172323;       -1.163072;       -1.163072;      0.97
      2141;        428.2;      7;      5.15;      0.77;    1041.54;    0.009895;       -1.172976;       -1.163081;       -1.163081;      0.51
      2142;        428.4;      7;      5.13;      0.77;    1058.57;    0.010057;       -1.173145;       -1.163088;       -1.163088;      0.14
      2143;        428.6;      7;      4.91;      0.77;    1015.86;    0.009651;       -1.172742;       -1.163091;       -1.163091;     -0.05
      2144;        428.8;      7;      4.75;      0.78;     910.69;    0.008652;       -1.171741;       -1.163089;       -1.163089;      0.05
      2145;        429.0;      7;      4.56;      0.77;     749.54;    0.007121;       -1.170201;       -1.163081;       -1.163081;      0.52
      2146;        429.2;      7;      4.58;      0.76;     550.08;    0.005226;       -1.168290;       -1.163064;       -1.163064;      1.37
      2147;        429.4;      6;      4.35;      0.77;     340.92;    0.003239;       -1.166282;       -1.163043;       -1.163043;      2.48
      2148;        429.6;      6;      4.38;      0.77;     157.82;    0.001499;       -1.164521;       -1.163022;       -1.163022;      3.61
      2149;        429.8;      4;      3.39;      0.89;      36.01;    0.000342;       -1.163348;       -1.163006;       -1.163006;      4.43
      2150;        430.0;      4;      3.52;      0.77;       0.79;    0.000007;       -1.163009;       -1.163002;       -1.163002;      4.67
      2151;        430.2;      4;      3.59;      0.78;      59.72;    0.000567;       -1.163577;       -1.163009;       -1.163009;      4.26
      2152;        430.4;      6;      4.27;      0.77;     200.21;    0.001902;       -1.164929;       -1.163027;       -1.163027;      3.33
      2153;        430.6;      6;      4.31;      0.78;     393.54;    0.003739;       -1.166788;       -1.163049;       -1.163049;      2.18
      2154;        430.8;      7;      4.88;      0.77;     603.43;    0.005733;       -1.168802;       -1.163069;       -1.163069;      1.12
      2155;        431.0;      7;      4.82;      0.77;     795.40;    0.007557;       -1.170640;       -1.163084;       -1.163084;      0.36
      2156;        431.2;      7;      5.25;      0.78;     943.42;    0.008963;       -1.172053;       -1.163091;       -1.163091;     -0.01
      2157;        431.4;      7;      5.27;      0.76;    1032.78;    0.009812;       -1.172903;       -1.163091;       -1.163091;     -0.03
      2158;        431.6;      7;      4.99;      0.76;    1059.63;    0.010067;       -1.173153;       -1.163086;       -1.163086;      0.22
      2159;        431.8;      7;      5.26;      0.78;    1028.54;    0.009772;       -1.172850;       -1.163079;       -1.163079;      0.62
      2160;        432.0;      7;      4.64;      0.78;     949.57;    0.009021;       -1.172091;       -1.163070;       -1.163070;      1.09
      2161;        432.2;      7;      5.27;      0.78;     835.58;    0.007938;       -1.170999;       -1.163061;       -1.163061;      1.57
      2162;        432.4;      6;      4.27;      0.77;     700.24;    0.006653;       -1.169705;       -1.163052;       -1.163052;      2.03
      2163;        432.6;      6;      4.24;      0.76;     556.60;    0.005288;       -1.168333;       -1.163045;       -1.163045;      2.41
      2164;        432.8;      6;      4.26;      0.76;     415.79;    0.003950;       -1.166990;       -1.163039;       -1.163039;      2.68
      2165;        433.0;      6;      4.18;      0.77;     286.43;    0.002721;       -1.165757;       -1.163036;       -1.163036;      2.89
      2166;        433.2;      5;      3.87;      0.78;     175.25;    0.001665;       -1.164697;       -1.163032;       -1.163032;      3.07
      2167;        433.4;      5;      3.85;      0.78;      87.98;    0.000836;       -1.163865;       -1.163029;       -1.163029;      3.21
      2168;        433.6;      4;      3.52;      0.78;      29.18;    0.000277;       -1.163305;       -1.163028;       -1.163028;      3.31
      2169;        433.8;      4;      3.59;      0.77;       1.84;    0.000017;       -1.163044;       -1.163027;       -1.163027;      3.35
      2170;        434.0;      3;      3.13;      0.77;       7.32;    0.000070;       -1.163097;       -1.163027;       -1.163027;      3.34
      2171;        434.2;      4;      4.11;      0.77;      45.35;    0.000431;       -1.163459;       -1.163028;       -1.163028;      3.28
      2172;        434.4;      4;      3.45;      0.77;     114.03;    0.001083;       -1.164114;       -1.163030;       -1.163030;      3.17
      2173;        434.6;      5;      3.74;      0.77;     209.82;    0.001993;       -1.165027;       -1.163033;       -1.163033;      3.01
      2174;        434.8;      5;      3.93;      0.78;     327.72;    0.003114;       -1.166150;       -1.163037;       -1.163037;      2.82
      2175;        435.0;      6;      4.13;      0.77;     461.71;    0.004386;       -1.167427;       -1.163041;       -1.163041;      2.60
      2176;        435.2;      6;      4.18;      0.77;     604.53;    0.005743;       -1.168790;       -1.163047;       -1.163047;      2.29
      2177;        435.4;      6;      4.26;      0.77;     746.77;    0.007095;       -1.170149;       -1.163055;       -1.163055;      1.88
      2178;        435.6;      6;      4.38;      0.78;     876.51;    0.008327;       -1.171391;       -1.163064;       -1.163064;      1.41
      2179;        435.8;      7;      5.35;      0.77;     980.37;    0.009314;       -1.172387;       -1.163073;       -1.163073;      0.93
      2180;        436.0;      7;      5.10;      1.82;    1044.76;    0.009926;       -1.173007;       -1.163081;       -1.163081;      0.47
      2181;        436.2;      7;      4.82;      0.78;    1057.50;    0.010047;       -1.173135;       -1.163088;       -1.163088;      0.11
      2182;        436.4;      7;      4.63;      0.78;    1010.02;    0.009596;       -1.172687;       -1.163091;       -1.163091;     -0.05
      2183;        436.6;      7;      4.68;      0.79;     900.24;    0.008553;       -1.171642;       -1.163089;       -1.163089;      0.07
      2184;        436.8;      7;      4.55;      0.76;     735.40;    0.006987;       -1.170066;       -1.163080;       -1.163080;      0.57
      2185;        437.0;      7;      4.56;      0.77;     534.07;    0.005074;       -1.168137;       -1.163063;       -1.163063;      1.45
      2186;        437.2;      6;      4.33;      0.77;     325.60;    0.003093;       -1.166135;       -1.163042;       -1.163042;      2.57
      2187;        437.4;      6;      4.76;      0.76;     145.98;    0.001387;       -1.164407;       -1.163021;       -1.163021;      3.68
      2188;        437.6;      4;      3.69;      0.75;      30.07;    0.000286;       -1.163291;       -1.163006;       -1.163006;      4.47
      2189;        437.8;      4;      3.47;      0.79;       2.00;    0.000019;       -1.163021;       -1.163002;       -1.163002;      4.67
      2190;        438.0;      4;      3.51;      0.77;      67.84;    0.000644;       -1.163655;       -1.163011;       -1.163011;      4.21
      2191;        438.2;      6;      4.23;      0.76;     213.51;    0.002028;       -1.165057;       -1.163029;       -1.163029;      3.25
      2192;        438.4;      6;      4.20;      0.77;     409.40;    0.003889;       -1.166940;       -1.163051;       -1.163051;      2.09
      2193;        438.6;      7;      4.80;      0.76;     619.07;    0.005881;       -1.168952;       -1.163071;       -1.163071;      1.05
      2194;        438.8;      7;      5.22;      0.78;     808.48;    0.007681;       -1.170765;       -1.163084;       -1.163084;      0.32
      2195;        439.0;      7;      4.63;      1.10;     952.40;    0.009048;       -1.172139;       -1.163091;       -1.163091;     -0.02
      2196;        439.2;      7;      4.60;      0.76;    1037.01;    0.009852;       -1.172943;       -1.163091;       -1.163091;     -0.02
      2197;        439.4;      7;      4.85;      0.79;    1059.20;    0.010063;       -1.173149;       -1.163086;       -1.163086;      0.24
      2198;        439.6;      7;      4.97;      0.76;    1024.06;    0.009729;       -1.172807;       -1.163078;       -1.163078;      0.65
      2199;        439.8;      7;      4.49;      0.76;     941.95;    0.008949;       -1.172018;       -1.163069;       -1.163069;      1.13
      2200;        440.0;      7;      4.54;      0.76;     825.85;    0.007846;       -1.170906;       -1.163060;       -1.163060;      1.61
      2201;        440.2;      6;      4.26;      0.77;     689.44;    0.006550;       -1.169601;       -1.163051;       -1.163051;      2.06
      2202;        440.4;      6;      4.27;      0.76;     545.65;    0.005184;       -1.168228;       -1.163044;       -1.163044;      2.43
      2203;        440.6;      6;      4.14;      0.76;     405.45;    0.003852;       -1.166891;       -1.163039;       -1.163039;      2.70
      2204;        440.8;      6;      4.32;      0.76;     277.24;    0.002634;       -1.165669;       -1.163035;       -1.163035;      2.90
      2205;        441.0;      5;      5.18;      0.76;     167.70;    0.001593;       -1.164625;       -1.163032;       -1.163032;      3.08
      2206;        441.2;      5;      3.95;      0.77;      82.46;    0.000783;       -1.163813;       -1.163029;       -1.163029;      3.22
      2207;        441.4;      4;      3.49;      0.77;      25.96;    0.000247;       -1.163274;       -1.163028;       -1.163028;      3.31
