# w J_total  J_DrudeLorentz  J_BrownianOscillator
5.762881440720360615e+02 4.021884291167141328e+02 1.686874294203720126e+02 2.335009996963421202e+02
5.782891445722862045e+02 4.066572733689753818e+02 1.687987868427092621e+02 2.378584865262661197e+02
5.802901450725363475e+02 4.111458296112080006e+02 1.689078857783603382e+02 2.422379438328476624e+02
5.822911455727864904e+02 4.156476122869695473e+02 1.690147420122231381e+02 2.466328702747464092e+02
5.842921460730365197e+02 4.201555972775774421e+02 1.691193712824393174e+02 2.510362259951381247e+02
5.862931465732866627e+02 4.246622148019138194e+02 1.692217892795348178e+02 2.554404255223790301e+02
5.882941470735368057e+02 4.291593466001579600e+02 1.693220116455819664e+02 2.598373349545760220e+02
5.902951475737869487e+02 4.336383279959475772e+02 1.694200539733822097e+02 2.642182740225653674e+02
5.922961480740370916e+02 4.380899554322240306e+02 1.695159318056697089e+02 2.685740236265543217e+02
5.942971485742872346e+02 4.425045000629556853e+02 1.696096606343352278e+02 2.728948394286204575e+02
5.962981490745372639e+02 4.468717279538782350e+02 1.697012558996707128e+02 2.771704720542075506e+02
5.982991495747874069e+02 4.511809273983251956e+02 1.697907329896333408e+02 2.813901944086918547e+02
6.003001500750375499e+02 4.554209437874026776e+02 1.698781072391294060e+02 2.855428365482732715e+02
6.023011505752876928e+02 4.595802223858756292e+02 1.699633939293181584e+02 2.896168284565574709e+02
6.043021510755378358e+02 4.636468592553744656e+02 1.700466082869341733e+02 2.936002509684402639e+02
6.063031515757879788e+02 4.676086604348867581e+02 1.701277654836293891e+02 2.974808949512573690e+02
6.083041520760380081e+02 4.714532093357363465e+02 1.702068806353332775e+02 3.012463287004030690e+02
6.103051525762881511e+02 4.751679421361639584e+02 1.702839688016323976e+02 3.048839733345315608e+02
6.123061530765382940e+02 4.787402307720529961e+02 1.703590449851671167e+02 3.083811857868859079e+02
6.143071535767884370e+02 4.821574729192960831e+02 1.704321241310473454e+02 3.117253487882487093e+02
6.163081540770385800e+02 4.854071881548353531e+02 1.705032211262855810e+02 3.149039670285497436e+02
6.183091545772887230e+02 4.884771192737345586e+02 1.705723507992474879e+02 3.179047684744870708e+02
6.203101550775388660e+02 4.913553375357694222e+02 1.706395279191200416e+02 3.207158096166493806e+02
6.223111555777888952e+02 4.940303504247214619e+02 1.707047671953964709e+02 3.233255832293249910e+02
6.243121560780390382e+02 4.964912103349244035e+02 1.707680832773784232e+02 3.257231270575459803e+02
6.263131565782891812e+02 4.987276224607686572e+02 1.708294907536942162e+02 3.278981317070744694e+02
6.283141570785393242e+02 5.007300500635348044e+02 1.708890041518339160e+02 3.298410459117008600e+02
6.303151575787894672e+02 5.024898152329316190e+02 1.709466379377002170e+02 3.315431772952313736e+02
6.323161580790396101e+02 5.039991932536219679e+02 1.710024065151756645e+02 3.329967867384463034e+02
6.343171585792896394e+02 5.052514987336210197e+02 1.710563242257048273e+02 3.341951745079161924e+02
6.363181590795397824e+02 5.062411617535132109e+02 1.711084053478927274e+02 3.351327564056205119e+02
6.383191595797899254e+02 5.069637924523516403e+02 1.711586640971178781e+02 3.358051283552337622e+02
6.403201600800400684e+02 5.074162326748651708e+02 1.712071146251606137e+02 3.362091180497045571e+02
6.423211605802902113e+02 5.075965935597304224e+02 1.712537710198460559e+02 3.363428225398843665e+02
6.443221610805403543e+02 5.075042782424611687e+02 1.712986473047016887e+02 3.362056309377595085e+02
6.463231615807904973e+02 5.071399891692705069e+02 1.713417574386290596e+02 3.357982317306414757e+02
6.483241620810405266e+02 5.065057198589364589e+02 1.713831153155898335e+02 3.351226045433465970e+02
6.503251625812906696e+02 5.056047312961948137e+02 1.714227347643056305e+02 3.341819965318891832e+02
6.523261630815408125e+02 5.044415134801284921e+02 1.714606295479712514e+02 3.329808839321572691e+02
6.543271635817909555e+02 5.030217329723943749e+02 1.714968133639818575e+02 3.315249196084125174e+02
6.563281640820410985e+02 5.013521675818800531e+02 1.715312998436727128e+02 3.298208677382073688e+02
6.583291645822912415e+02 4.994406295749508331e+02 1.715641025520725407e+02 3.278765270228782924e+02
6.603301650825412707e+02 4.972958790062489243e+02 1.715952349876693575e+02 3.257006440185795668e+02
6.623311655827914137e+02 4.949275289187257840e+02 1.716247105821887828e+02 3.233028183365369728e+02
6.643321660830415567e+02 4.923459442603404455e+02 1.716525427003850837e+02 3.206934015599553618e+02
6.663331665832916997e+02 4.895621364081910087e+02 1.716787446398439840e+02 3.178833917683469963e+02
6.683341670835418427e+02 4.865876551806608745e+02 1.717033296307977821e+02 3.148843255498630924e+02
6.703351675837919856e+02 4.834344801583601452e+02 1.717263108359519492e+02 3.117081693224081960e+02
6.723361680840421286e+02 4.801149130308673421e+02 1.717477013503234105e+02 3.083672116805439600e+02
6.743371685842921579e+02 4.766414725454447989e+02 1.717675142010902221e+02 3.048739583443546053e+02
6.763381690845423009e+02 4.730267934637431040e+02 1.717857623474522484e+02 3.012410311162908556e+02
6.783391695847924439e+02 4.692835307411775148e+02 1.718024586805029514e+02 2.974810720606745349e+02
6.803401700850425868e+02 4.654242699392332270e+02 1.718176160231119241e+02 2.936066539161213313e+02
6.823411705852927298e+02 4.614614446711572100e+02 1.718312471298179105e+02 2.896301975413392711e+02
6.843421710855428728e+02 4.574072616733199084e+02 1.718433646867322580e+02 2.855638969865876220e+02
6.863431715857929021e+02 4.532736338940872542e+02 1.718539813114526282e+02 2.814196525826346260e+02
6.883441720860430451e+02 4.490721218043520366e+02 1.718631095529865149e+02 2.772090122513655501e+02
6.903451725862931880e+02 4.448138829628711619e+02 1.718707618916848219e+02 2.729431210711863400e+02
6.923461730865433310e+02 4.405096297180082843e+02 1.718769507391850766e+02 2.686326789788232077e+02
6.943471735867934740e+02 4.361695947971199985e+02 1.718816884383636818e+02 2.642879063587563451e+02
6.963481740870436170e+02 4.318035044263893951e+02 1.718849872632982567e+02 2.599185171630911668e+02
6.983491745872936463e+02 4.274205585372923792e+02 1.718868594192379362e+02 2.555336991180544430e+02
7.003501750875437892e+02 4.230294175502862117e+02 1.718873170425840158e+02 2.511421005077021675e+02
7.023511755877939322e+02 4.186381951803691095e+02 1.718863722008778723e+02 2.467518229794912372e+02
7.043521760880440752e+02 4.142544566811106961e+02 1.718840368927986333e+02 2.423704197883120344e+02
7.063531765882942182e+02 4.098852219315769503e+02 1.718803230481686626e+02 2.380048988834082877e+02
7.083541770885443611e+02 4.055369727720856190e+02 1.718752425279673446e+02 2.336617302441182460e+02
7.103551775887945041e+02 4.012156640077191696e+02 1.718688071243532534e+02 2.293468568833658878e+02
7.123561780890445334e+02 3.969267375208382873e+02 1.718610285606936543e+02 2.250657089601446046e+02
7.143571785892946764e+02 3.926751389634019915e+02 1.718519184916025040e+02 2.208232204717994875e+02
7.163581790895448194e+02 3.884653365348581247e+02 1.718414885029854702e+02 2.166238480318726829e+02
7.183591795897949623e+02 3.843013413899773241e+02 1.718297501120925688e+02 2.124715912778847837e+02
7.203601800900451053e+02 3.801867292618205738e+02 1.718167147675780768e+02 2.083700144942425254e+02
7.223611805902952483e+02 3.761246629267575372e+02 1.718023938495676362e+02 2.043222690771899295e+02
7.243621810905452776e+02 3.721179151800424165e+02 1.717867986697322067e+02 2.003311165103102098e+02
7.263631815907954206e+02 3.681688920310518824e+02 1.717699404713691251e+02 1.963989515596827857e+02
7.283641820910455635e+02 3.642796558662358848e+02 1.717518304294892175e+02 1.925278254367466957e+02
7.303651825912957065e+02 3.604519483646087110e+02 1.717324796509111593e+02 1.887194687136975801e+02
7.323661830915458495e+02 3.566872129848901523e+02 1.717118991743618324e+02 1.849753138105283199e+02
7.343671835917959925e+02 3.529866168749539952e+02 1.716900999705829634e+02 1.812965169043710318e+02
7.363681840920460218e+02 3.493510720829419824e+02 1.716670929424438725e+02 1.776839791404981383e+02
7.383691845922961647e+02 3.457812559752318293e+02 1.716428889250601912e+02 1.741383670501716665e+02
7.403701850925463077e+02 3.422776307894494039e+02 1.716174986859184912e+02 1.706601321035309127e+02
7.423711855927964507e+02 3.388404622709734326e+02 1.715909329250064559e+02 1.672495293459669767e+02
7.443721860930465937e+02 3.354698373590473466e+02 1.715632022749486509e+02 1.639066350840987241e+02
7.463731865932967366e+02 3.321656809038465212e+02 1.715343173011478086e+02 1.606313636026987126e+02
7.483741870935468796e+02 3.289277714088156586e+02 1.715042885019312564e+02 1.574234829068844022e+02
7.503751875937969089e+02 3.257557558035198326e+02 1.714731263087026036e+02 1.542826294948172290e+02
7.523761880940470519e+02 3.226491632612924718e+02 1.714408410860985157e+02 1.512083221751939561e+02
7.543771885942971949e+02 3.196074180833526839e+02 1.714074431321501493e+02 1.481999749512025346e+02
7.563781890945473378e+02 3.166298516769518301e+02 1.713729426784499026e+02 1.452569089985019559e+02
7.583791895947974808e+02 3.137157136596988494e+02 1.713373498903220877e+02 1.423783637693767901e+02
7.603801900950476238e+02 3.108641821256674689e+02 1.713006748669989463e+02 1.395635072586685226e+02
7.623811905952976531e+02 3.080743731113406056e+02 1.712629276418003599e+02 1.368114454695402173e+02
7.643821910955477961e+02 3.053453493010784427e+02 1.712241181823184775e+02 1.341212311187599653e+02
7.663831915957979390e+02 3.026761280126950169e+02 1.711842563906063219e+02 1.314918716220886949e+02
7.683841920960480820e+02 3.000656885040336874e+02 1.711433521033702334e+02 1.289223364006634824e+02
7.703851925962982250e+02 2.975129786412493331e+02 1.711014150921668033e+02 1.264115635490825440e+02
7.723861930965483680e+02 2.950169209689003083e+02 1.710584550636030770e+02 1.239584659052972313e+02
7.743871935967985110e+02 2.925764182210428430e+02 1.710144816595413317e+02 1.215619365615015113e+02
7.763881940970485402e+02 2.901903583113368086e+02 1.709695044573064706e+02 1.192208538540303522e+02
7.783891945972986832e+02 2.878576188388085484e+02 1.709235329698980195e+02 1.169340858689105573e+02
7.803901950975488262e+02 2.855770711443957453e+02 1.708765766462047111e+02 1.147004944981910057e+02
7.823911955977989692e+02 2.833475839517865325e+02 1.708286448712230481e+02 1.125189390805634559e+02
7.843921960980491122e+02 2.811680266243878350e+02 1.707797469662787364e+02 1.103882796581090702e+02
7.863931965982992551e+02 2.790372720685434160e+02 1.707298921892514727e+02 1.083073798792919149e+02
7.883941970985492844e+02 2.769541993114057732e+02 1.706790897348026022e+02 1.062751095766031852e+02
7.903951975987994274e+02 2.749176957801597041e+02 1.706273487346061302e+02 1.042903470455535597e+02
7.923961980990495704e+02 2.729266593076199570e+02 1.705746782575819225e+02 1.023519810500380061e+02
7.943971985992997134e+02 2.709799998875929532e+02 1.705210873101324580e+02 1.004589125774605236e+02
7.963981990995498563e+02 2.690766412018127767e+02 1.704665848363817986e+02 9.861005636543094965e+01
7.983991995997999993e+02 2.672155219387413467e+02 1.704111797184170314e+02 9.680434222032430114e+01
8.004002001000501423e+02 2.653955969230747769e+02 1.703548807765329514e+02 9.504071614654182554e+01
8.024012006003001716e+02 2.636158380734064508e+02 1.702976967694781933e+02 9.331814130392827167e+01
8.044022011005503145e+02 2.618752352041924496e+02 1.702396363947044335e+02 9.163559880948803027e+01
8.064032016008004575e+02 2.601727966869235047e+02 1.701807082886176943e+02 8.999208839830579620e+01
8.084042021010506005e+02 2.585075499842374711e+02 1.701209210268314962e+02 8.838662895740594649e+01
8.104052026013007435e+02 2.568785420696157757e+02 1.700602831244224546e+02 8.681825894519330689e+01
8.124062031015508865e+02 2.552848397442772637e+02 1.699988030361881499e+02 8.528603670808911374e+01
8.144072036018009157e+02 2.537255298619253949e+02 1.699364891569059068e+02 8.378904070501947388e+01
8.164082041020510587e+02 2.521997194711130987e+02 1.698733498215948714e+02 8.232636964951821312e+01
8.184092046023012017e+02 2.507065358841562102e+02 1.698093933057784852e+02 8.089714257837771072e+01
8.204102051025513447e+02 2.492451266807581476e+02 1.697446278257498591e+02 7.950049885500828850e+01
8.224112056028014877e+02 2.478146596537903008e+02 1.696790615388380843e+02 7.813559811495221652e+01
8.244122061030516306e+02 2.464143227040144666e+02 1.696127025436759936e+02 7.680162016033847294e+01
8.264132066033016599e+02 2.450433236899233691e+02 1.695455588804703950e+02 7.549776480945297408e+01
8.284142071035518029e+02 2.437008902383065561e+02 1.694776385312723903e+02 7.422325170703417996e+01
8.304152076038019459e+02 2.423862695206392175e+02 1.694089494202504795e+02 7.297732010038873796e+01
8.324162081040520889e+02 2.410987279999040425e+02 1.693394994139636651e+02 7.175922858594039155e+01
8.344172086043022318e+02 2.398375511520259238e+02 1.692692963216367161e+02 7.056825483038920765e+01
8.364182091045523748e+02 2.386020431656923506e+02 1.691983478954362852e+02 6.940369527025605123e+01
8.384192096048025178e+02 2.373915266239635287e+02 1.691266618307480485e+02 6.826486479321548018e+01
8.404202101050525471e+02 2.362053421707415737e+02 1.690542457664551819e+02 6.715109640428637761e+01
8.424212106053026901e+02 2.350428481648536376e+02 1.689811072852174050e+02 6.606174087963621844e+01
8.444222111055528330e+02 2.339034203242279943e+02 1.689072539137515321e+02 6.499616641047646226e+01
8.464232116058029760e+02 2.327864513623779033e+02 1.688326931231123922e+02 6.395375823926550396e+01
8.484242121060531190e+02 2.316913506191773422e+02 1.687574323289748861e+02 6.293391829020244188e+01
8.504252126063032620e+02 2.306175436876966671e+02 1.686814788919165835e+02 6.193606479578007651e+01
8.524262131065532913e+02 2.295644720386719939e+02 1.686048401177015421e+02 6.095963192097045891e+01
8.544272136068034342e+02 2.285315926440024725e+02 1.685275232575636721e+02 6.000406938643879329e+01
8.564282141070535772e+02 2.275183776005142420e+02 1.684495355084923744e+02 5.906884209202186042e+01
8.584292146073037202e+02 2.265243137550753261e+02 1.683708840135170419e+02 5.815342974155828415e+01
8.604302151075538632e+02 2.255489023320218394e+02 1.682915758619933797e+02 5.725732647002845255e+01
8.624312156078040061e+02 2.245916585637295952e+02 1.682116180898892992e+02 5.638004047384030315e+01
8.644322161080540354e+02 2.236521113250601047e+02 1.681310176800718637e+02 5.552109364498823396e+01
8.664332166083041784e+02 2.227298027723102507e+02 1.680497815625941769e+02 5.468002120971608093e+01
8.684342171085543214e+02 2.218242879872075548e+02 1.679679166149824994e+02 5.385637137222504833e+01
8.704352176088044644e+02 2.209351346264132303e+02 1.678854296625245865e+02 5.304970496388865797e+01
8.724362181090546073e+02 2.200619225769211482e+02 1.678023274785567764e+02 5.225959509836437888e+01
8.744372186093047503e+02 2.192042436176803051e+02 1.677186167847524416e+02 5.148562683292785636e+01
8.764382191095548933e+02 2.183617010877073596e+02 1.676343042514101853e+02 5.072739683629717433e+01
8.784392196098049226e+02 2.175339095609049309e+02 1.675493964977420660e+02 4.998451306316285070e+01
8.804402201100550656e+02 2.167204945277550223e+02 1.674639000921618504e+02 4.925659443559317907e+01
8.824412206103052085e+02 2.159210920840169479e+02 1.673778215525738631e+02 4.854327053144309190e+01
8.844422211105553515e+02 2.151353486265179527e+02 1.672911673466606715e+02 4.784418127985728120e+01
8.864432216108054945e+02 2.143629205560985156e+02 1.672039438921721626e+02 4.715897666392635301e+01
8.884442221110556375e+02 2.136034739877386528e+02 1.671161575572131710e+02 4.648731643052549600e+01
8.904452226113056668e+02 2.128566844678712755e+02 1.670278146605320444e+02 4.582886980733921689e+01
8.924462231115558097e+02 2.121222366988614851e+02 1.669389214718083565e+02 4.518331522705313574e+01
8.944472236118059527e+02 2.113998242706157384e+02 1.668494842119407906e+02 4.455034005867495495e+01
8.964482241120560957e+02 2.106891493992621349e+02 1.667595090533345967e+02 4.392964034592753109e+01
8.984492246123062387e+02 2.099899226728328472e+02 1.666690021201891341e+02 4.332092055264371311e+01
